citing_pmid,cited_pmid
36605216,28574057
36588947,28574057
36467556,28574057
36444580,28574057
36365218,28574057
36365105,28574057
36295132,28574057
36293285,28574057
36293239,28574057
36277335,28574057
36264492,28574057
36248627,28574057
36186420,28574057
36134371,28574057
36131911,28574057
35911705,28574057
35804886,28574057
35764712,28574057
35701788,28574057
35693070,28574057
35620794,28574057
35433237,28574057
35424935,28574057
35172817,28574057
35164106,28574057
35046810,28574057
35002719,28574057
34833063,28574057
34657986,28574057
34635096,28574057
34572810,28574057
34249710,28574057
33816529,28574057
32668783,28574057
32486057,28574057
32123824,28574057
31467774,28574057
30961222,28574057
29326927,28574057
39555098,27741350
39336123,27741350
39327487,27741350
39292321,27741350
38916791,27741350
38874696,27741350
38799582,27741350
38752685,27741350
38694824,27741350
38438800,27741350
38130632,27741350
37923774,27741350
37693132,27741350
37596408,27741350
37519705,27741350
37446009,27741350
37344882,27741350
37246992,27741350
36973454,27741350
36968230,27741350
36908042,27741350
36833381,27741350
36308369,27741350
36284197,27741350
35847898,27741350
35677427,27741350
34957535,27741350
34949941,27741350
34819749,27741350
34754327,27741350
34728819,27741350
34424811,27741350
34101128,27741350
34089425,27741350
34067322,27741350
33854607,27741350
33752475,27741350
33608386,27741350
33224964,27741350
32879509,27741350
32431868,27741350
32415257,27741350
32315755,27741350
31436390,27741350
31345216,27741350
30171232,27741350
30038269,27741350
29895949,27741350
29764005,27741350
29652830,27741350
29467928,27741350
29374850,27741350
29112206,27741350
39539976,38175589
39421737,38175589
39369360,38175589
39335614,38175589
39330293,38175589
39201395,38175589
39127851,38175589
39114679,38175589
39093829,38175589
39064554,38175589
39061688,38175589
38988916,38175589
38892035,38175589
38273662,38175589
39370492,36361634
39287873,36361634
39274207,36361634
38773429,36361634
38745180,36361634
38002335,36361634
39546109,33580511
39398533,33580511
39390525,33580511
39204392,33580511
39107790,33580511
39091412,33580511
39035959,33580511
38988443,33580511
38965200,33580511
38892035,33580511
38862693,33580511
38717988,33580511
38701310,33580511
38622694,33580511
38611704,33580511
38504984,33580511
38482398,33580511
38398467,33580511
38293309,33580511
38090478,33580511
38059188,33580511
38031146,33580511
37848626,33580511
37639166,33580511
37382674,33580511
37175715,33580511
37118734,33580511
36801383,33580511
36714554,33580511
36557748,33580511
36139555,33580511
35715750,33580511
35410210,33580511
34944758,33580511
39534512,18538731
39516455,18538731
39456237,18538731
39430830,18538731
39409042,18538731
39344563,18538731
39276277,18538731
39273835,18538731
39273044,18538731
39272828,18538731
39251652,18538731
39215037,18538731
39198451,18538731
39086964,18538731
39076986,18538731
39068529,18538731
39044728,18538731
38999946,18538731
38995414,18538731
38994085,18538731
38989149,18538731
38988354,18538731
38948053,18538731
38924467,18538731
38921041,18538731
38867969,18538731
38822944,18538731
38807129,18538731
38802480,18538731
38770106,18538731
38746670,18538731
38730615,18538731
38721006,18538731
38720812,18538731
38712806,18538731
38701117,18538731
38695252,18538731
38672570,18538731
38672271,18538731
38668345,18538731
38654047,18538731
38622716,18538731
38529390,18538731
38491378,18538731
38485816,18538731
38481182,18538731
38464385,18538731
38376789,18538731
38374143,18538731
38312680,18538731
38304171,18538731
38297388,18538731
38274726,18538731
38222908,18538731
38201558,18538731
38158755,18538731
38136176,18538731
38023163,18538731
38021151,18538731
38004589,18538731
37963646,18538731
37958446,18538731
37935795,18538731
37915034,18538731
37868995,18538731
37854701,18538731
37834214,18538731
37834191,18538731
37829798,18538731
37796396,18538731
37789912,18538731
37781025,18538731
37749329,18538731
37723547,18538731
37707961,18538731
37693221,18538731
37594106,18538731
37583992,18538731
37569669,18538731
37568684,18538731
37556022,18538731
37521786,18538731
37491277,18538731
37477784,18538731
37460577,18538731
37427338,18538731
37420300,18538731
37382415,18538731
37367411,18538731
37336778,18538731
37293508,18538731
37228620,18538731
37207154,18538731
37198319,18538731
37143506,18538731
37121978,18538731
37108300,18538731
37105934,18538731
37092452,18538731
37081988,18538731
39538070,38702718
39496775,38702718
39342276,38702718
39204392,38702718
39518051,36713409
39493449,36713409
39333065,36713409
39301033,36713409
39122893,36713409
39112698,36713409
38977962,36713409
38779867,36713409
38694662,36713409
38672519,36713409
38389279,36713409
38306610,36713409
38252495,36713409
38203458,36713409
37895012,36713409
37892935,36713409
37767094,36713409
37727791,36713409
37483600,36713409
